epoch;accuracy;loss
0;0.3603571355342865;0.15949442982673645
1;0.3622142970561981;0.022945430129766464
2;0.36228570342063904;0.020664777606725693
3;0.3622142970561981;0.02497962862253189
4;0.3622142970561981;0.021793510764837265
5;0.36228570342063904;0.019729074090719223
6;0.36228570342063904;0.019435331225395203
7;0.36228570342063904;0.01919931173324585
8;0.36228570342063904;0.019706714898347855
9;0.36228570342063904;0.018875202164053917
10;0.36228570342063904;0.01873314194381237
11;0.36228570342063904;0.018598856404423714
12;0.36228570342063904;0.018668770790100098
13;0.36228570342063904;0.018503429368138313
14;0.36228570342063904;0.018496213480830193
15;0.36228570342063904;0.018365461379289627
16;0.36228570342063904;0.01828826405107975
17;0.36228570342063904;0.018288984894752502
18;0.36228570342063904;0.01806752197444439
19;0.3622142970561981;0.01851252280175686
20;0.36228570342063904;0.018148446455597878
21;0.36228570342063904;0.018161708489060402
22;0.36228570342063904;0.017981603741645813
23;0.36228570342063904;0.018024686723947525
24;0.36228570342063904;0.01802772283554077
25;0.36228570342063904;0.017989976331591606
26;0.36228570342063904;0.018045244738459587
27;0.36228570342063904;0.017878297716379166
28;0.36228570342063904;0.017956966534256935
29;0.36228570342063904;0.017824668437242508
30;0.36228570342063904;0.01791488379240036
31;0.36228570342063904;0.01789424940943718
32;0.36228570342063904;0.017803369089961052
33;0.36228570342063904;0.01773764193058014
34;0.36228570342063904;0.01780669577419758
35;0.36228570342063904;0.017721768468618393
36;0.36228570342063904;0.017865018919110298
37;0.36228570342063904;0.01775316335260868
38;0.36228570342063904;0.017605092376470566
39;0.36228570342063904;0.017817441374063492
40;0.36228570342063904;0.01781461574137211
41;0.36228570342063904;0.017579905688762665
42;0.36228570342063904;0.017703065648674965
43;0.36228570342063904;0.017738355323672295
44;0.36228570342063904;0.01770021952688694
45;0.36228570342063904;0.01777658611536026
46;0.36228570342063904;0.01775566302239895
47;0.36228570342063904;0.017654933035373688
48;0.36228570342063904;0.017674505710601807
49;0.36228570342063904;0.017610765993595123
50;0.36228570342063904;0.01764089986681938
51;0.3622142970561981;0.017715951427817345
52;0.36228570342063904;0.01757599227130413
53;0.36228570342063904;0.01758553832769394
54;0.36228570342063904;0.017593862488865852
55;0.36228570342063904;0.017537860199809074
56;0.36228570342063904;0.017491092905402184
57;0.36228570342063904;0.017665453255176544
58;0.36228570342063904;0.01758834347128868
59;0.36228570342063904;0.017521632835268974
60;0.36228570342063904;0.01762225292623043
61;0.36228570342063904;0.0175321102142334
62;0.36228570342063904;0.017561964690685272
63;0.36228570342063904;0.017533879727125168
64;0.36228570342063904;0.017634471878409386
65;0.36228570342063904;0.017526045441627502
66;0.36228570342063904;0.017558351159095764
67;0.36228570342063904;0.01761411689221859
68;0.36228570342063904;0.01750512421131134
69;0.36228570342063904;0.01755273900926113
70;0.36228570342063904;0.0175891425460577
71;0.36228570342063904;0.017603283748030663
72;0.36228570342063904;0.017564807087183
73;0.36228570342063904;0.017519641667604446
74;0.36228570342063904;0.017506709322333336
75;0.36228570342063904;0.017494020983576775
76;0.36228570342063904;0.017481140792369843
77;0.36228570342063904;0.01775180734694004
78;0.36228570342063904;0.01748049445450306
79;0.36228570342063904;0.017489826306700706
80;0.36228570342063904;0.017499703913927078
81;0.36228570342063904;0.017464378848671913
82;0.36228570342063904;0.017468035221099854
83;0.36228570342063904;0.017417795956134796
84;0.3622142970561981;0.0176220890134573
85;0.36228570342063904;0.017456306144595146
86;0.36228570342063904;0.017423231154680252
87;0.36228570342063904;0.017453957349061966
88;0.36228570342063904;0.01740415021777153
89;0.36228570342063904;0.01747485063970089
90;0.36228570342063904;0.017500674352049828
91;0.36228570342063904;0.017368853092193604
92;0.36228570342063904;0.017501529306173325
93;0.36228570342063904;0.017505647614598274
94;0.36228570342063904;0.01740439236164093
95;0.36228570342063904;0.017462195828557014
96;0.36228570342063904;0.017462946474552155
97;0.36228570342063904;0.017393505200743675
98;0.36228570342063904;0.017424670979380608
99;0.36228570342063904;0.017336415126919746
100;0.36228570342063904;0.017455587163567543
101;0.36228570342063904;0.017424361780285835
102;0.36228570342063904;0.017476467415690422
103;0.36228570342063904;0.017363708466291428
104;0.36228570342063904;0.017392028123140335
105;0.36228570342063904;0.017342975363135338
106;0.36228570342063904;0.017377547919750214
107;0.36228570342063904;0.017376257106661797
108;0.36228570342063904;0.017349129542708397
109;0.36228570342063904;0.01735801063477993
110;0.36228570342063904;0.017579201608896255
111;0.3622142970561981;0.01878235675394535
112;0.36228570342063904;0.017495762556791306
113;0.36228570342063904;0.017412638291716576
114;0.36228570342063904;0.017464883625507355
115;0.36228570342063904;0.017429575324058533
116;0.36228570342063904;0.01740126684308052
117;0.36228570342063904;0.01733223907649517
118;0.36228570342063904;0.017368927597999573
119;0.36228570342063904;0.01744467206299305
120;0.36228570342063904;0.017425494268536568
121;0.36228570342063904;0.017410961911082268
122;0.36228570342063904;0.017303364351391792
123;0.36228570342063904;0.017335614189505577
124;0.36228570342063904;0.0173402801156044
125;0.36228570342063904;0.017415983602404594
126;0.36228570342063904;0.01735379919409752
127;0.36228570342063904;0.01735525019466877
128;0.36228570342063904;0.01758251152932644
129;0.36228570342063904;0.017367348074913025
130;0.36228570342063904;0.017273880541324615
131;0.36228570342063904;0.01739337481558323
132;0.36228570342063904;0.017324240878224373
133;0.36228570342063904;0.017291517928242683
134;0.36228570342063904;0.017341699451208115
135;0.36228570342063904;0.017429044470191002
136;0.36228570342063904;0.017267568036913872
137;0.36228570342063904;0.01724737137556076
138;0.36228570342063904;0.017305659130215645
139;0.36228570342063904;0.017302490770816803
140;0.36228570342063904;0.017325954511761665
141;0.36228570342063904;0.017328700050711632
142;0.36228570342063904;0.01728062704205513
143;0.36228570342063904;0.017353231087327003
144;0.36228570342063904;0.017316455021500587
145;0.36228570342063904;0.017253659665584564
146;0.36228570342063904;0.01737516187131405
147;0.36228570342063904;0.017249854281544685
148;0.36228570342063904;0.017367441207170486
149;0.36228570342063904;0.0172691959887743
0;0.36014285683631897;0.18754753470420837
1;0.36228570342063904;0.021919164806604385
2;0.36228570342063904;0.020731834694743156
3;0.36228570342063904;0.020193779841065407
4;0.36228570342063904;0.02044905349612236
5;0.36228570342063904;0.018880922347307205
6;0.36228570342063904;0.019117513671517372
7;0.36228570342063904;0.01879691705107689
8;0.36228570342063904;0.018409544602036476
9;0.36228570342063904;0.01844463311135769
10;0.36228570342063904;0.0183407049626112
11;0.36228570342063904;0.01825832948088646
12;0.36228570342063904;0.01813475601375103
13;0.36228570342063904;0.01809588447213173
14;0.36228570342063904;0.018142541870474815
15;0.36228570342063904;0.018145078793168068
16;0.36228570342063904;0.018060272559523582
17;0.36228570342063904;0.017978854477405548
18;0.36228570342063904;0.017932560294866562
19;0.36228570342063904;0.017990564927458763
20;0.36228570342063904;0.017923330888152122
21;0.36228570342063904;0.018043821677565575
22;0.36228570342063904;0.017874261364340782
23;0.36228570342063904;0.017949843779206276
24;0.36228570342063904;0.01796061173081398
