Rejection_Rate,Date,Season_Year,County,#loads,Tomato_variety,Average_worm/insect_damage,Average_mold,Average_green,Average_material_other_than_tomatoes,Average_hue_loads,Average_hue,Average_color,Average_solids,Average_pH
0.0004522840343735,2016-08-20,2016,  SOLANO,2.0,"905-9905, HEINZ",0.0,0.3,1.0,0.3,121.5968847352025,19.085844195210672,25.5,5.25,4.38
7.176175098672408e-05,2015-08-22,2015,  FRESNO,3.0,"230-323, BQ",0.0,0.8,0.7,0.3,121.5968847352025,19.085844195210672,25.0,5.6,4.4
0.0097385955920041,2016-08-06,2016,  MERCED,119.0,"111-0311, AB",0.0,0.3,0.8,0.3,121.5968847352025,19.085844195210672,23.8,5.88,4.29
0.0018484288354898,2009-09-05,2009,  SOLANO,249.0,255  CAMPBELLS CXD 255,0.0,1.2,0.6,0.4,121.5968847352025,19.085844195210672,24.6,5.22,4.43
0.0,2016-09-03,2016,  CONTRA COSTA,23.0,"111-0311, AB",0.0,1.5,3.1,0.2,121.5968847352025,19.085844195210672,23.5,6.7,4.32
0.0,2011-08-06,2011,  KERN,823.0,187  CAMPBELL CXD 187,0.0,0.8,3.8,0.8,121.5968847352025,19.085844195210672,26.3,4.62,4.53
0.0,2013-10-26,2013,  STANISLAUS,39.0,"892-1892, HMX",0.0,1.8,1.4,0.4,121.5968847352025,19.085844195210672,24.3,5.19,4.33
0.0,2020-08-29,2020,FRESNO,3.0,"393-393, BQ",0.0,5.2,2.2,0.3,3.0,22.2,0.0,5.1,4.58
0.0,2017-08-19,2017,KINGS,1.0,"641-6416, N",0.0,2.5,0.5,0.5,121.5968847352025,19.085844195210672,26.0,5.4,4.54
0.0080209779423106,2011-10-15,2011,  SAN JOAQUIN,75.0,502  WOOD BRIDGE BQ 205,0.0,0.5,3.8,5.5,121.5968847352025,19.085844195210672,24.1,6.68,4.27
0.000283326250177,2014-07-19,2014,  KINGS,42.0,0-UNCODED,0.0,0.1,3.8,0.1,121.5968847352025,19.085844195210672,26.6,5.94,4.36
0.0010984182776801,2015-10-03,2015,  MERCED,17.0,"888-3888, HMX",0.0,1.3,1.3,0.6,121.5968847352025,19.085844195210672,30.0,5.15,4.35
0.0064724919093851,2009-10-10,2009,  SAN JOAQUIN,41.0,194  UNITED GENETICS UG 19406,0.0,0.8,0.7,1.1,121.5968847352025,19.085844195210672,25.0,5.45,4.26
0.0001767096660187,2009-07-18,2009,  KERN,107.0,382  HEINZ 9382,0.0,0.5,1.0,0.4,121.5968847352025,19.085844195210672,24.3,5.04,4.45
0.0,2009-10-17,2009,  SAN BENITO,18.0,366  SUN 6366,0.0,0.7,4.2,3.4,121.5968847352025,19.085844195210672,28.3,5.07,4.36
0.0,2014-10-18,2014,  SAN JOAQUIN,1.0,"42-6402, N",0.0,2.0,1.0,0.0,121.5968847352025,19.085844195210672,25.0,4.8,4.35
0.0,2019-10-05,2019,YOLO,607.0,"831-1310, HZ",0.0,1.9,3.9,1.6,607.0,20.2,0.0,5.24,4.49
0.0003658648129516,2011-08-13,2011,  FRESNO,1.0,206  WOOD BRIDGE BQ 206Cur Wk,0.0,0.5,2.0,0.5,121.5968847352025,19.085844195210672,27.0,5.3,4.43
0.0029741077676696,2017-09-02,2017,YOLO,2.0,"641-6416, N",0.0,2.8,3.8,0.5,2.0,22.1,0.0,5.25,4.47
0.0018782870022539,2013-07-27,2013,  COLUSA,5.0,577-HEINZ TRIAL,0.0,0.5,0.6,0.2,121.5968847352025,19.085844195210672,25.8,4.94,4.46
0.0039708802117802,2011-09-17,2011,  FRESNO,262.0,111  DE RUITER DRI 0311Cur Wk,0.0,7.6,2.2,0.9,121.5968847352025,19.085844195210672,22.8,5.37,4.46
0.0020795916438226,2010-08-14,2010,  FRESNO,237.0,560  HZ 5608Cur Wk,0.0,0.5,1.1,0.5,121.5968847352025,19.085844195210672,22.4,5.32,4.42
0.0,2014-09-06,2014,  SANTA CLARA,4.0,"885-7885, HMX",0.0,2.6,0.9,0.1,121.5968847352025,19.085844195210672,23.3,5.0,4.47
0.000655737704918,2018-09-01,2018,SOLANO,1.0,"311-1311, HZ",0.0,0.5,0.0,2.0,1.0,21.5,0.0,5.6,4.35
0.0,2012-09-15,2012,  SACRAMENTO,3.0,565-MIX,0.0,1.0,0.0,0.3,121.5968847352025,19.085844195210672,22.7,5.33,4.32
0.0006097560975609,2013-09-21,2013,  SAN JOAQUIN,20.0,"285-1285, HZ",0.0,0.3,1.1,0.5,121.5968847352025,19.085844195210672,24.6,6.04,4.37
0.0051742504945974,2019-09-14,2019,YOLO,404.0,"811-58811, HM",0.0,1.8,1.6,1.1,404.0,21.8,0.0,4.79,4.41
0.0,2013-08-03,2013,  SUTTER,16.0,"460-4606, AB",0.0,2.5,1.5,0.4,121.5968847352025,19.085844195210672,25.3,5.69,4.41
0.0008077544426494,2018-08-18,2018,FRESNO,11.0,"644-6441, N",0.0,0.2,0.4,0.0,11.0,21.5,0.0,4.8,4.49
0.0,2012-09-15,2012,  KINGS,673.0,"558-5508, HZ",0.0,0.3,1.4,0.4,121.5968847352025,19.085844195210672,21.7,5.34,4.32
0.0002222716159146,2011-09-03,2011,  KINGS,825.0,241  HEINZ 2401Cur Wk,0.0,1.0,1.4,0.4,121.5968847352025,19.085844195210672,23.3,5.33,4.39
0.0064935064935064,2011-09-17,2011,  SUTTER,331.0,978  HEINZ 9780,0.0,1.5,1.1,1.1,121.5968847352025,19.085844195210672,22.8,5.51,4.43
0.000645518258945,2017-08-05,2017,FRESNO,502.0,"366-6366, SUN",0.0,0.2,0.6,0.2,121.5968847352025,19.085844195210672,28.0,5.55,4.4
0.0011166945840312,2014-09-20,2014,  MERCED,130.0,"907-1170, HEINZ",0.0,2.5,0.7,0.4,121.5968847352025,19.085844195210672,22.3,5.15,4.53
0.0,2019-08-03,2019,FRESNO,5.0,"14-4014, UG",0.0,0.3,1.3,0.1,5.0,18.5,0.0,5.52,4.53
0.0001486104919007,2009-09-05,2009,  FRESNO,"2,461",663  HEINZ 9663Cur Wk,0.0,2.0,2.4,0.5,121.5968847352025,19.085844195210672,22.2,5.4,4.49
0.0029563932002956,2010-10-09,2010,  SAN JOAQUIN,313.0,656  PX 650Cur Wk,0.0,1.1,0.6,0.5,121.5968847352025,19.085844195210672,25.2,5.5,4.46
0.025527192008879,2017-09-23,2017,COLUSA,1.0,"643-6436, N",0.0,3.0,0.5,0.5,1.0,23.5,0.0,4.6,4.5
0.0,2014-07-26,2014,  SUTTER,60.0,"641-6416, N",0.0,0.1,2.8,0.2,121.5968847352025,19.085844195210672,23.7,5.35,4.26
0.003875968992248,2013-09-07,2013,  MERCED,376.0,"477-4707, HEINZ",0.1,0.6,2.9,1.5,121.5968847352025,19.085844195210672,24.1,5.26,4.38
0.0013917884481558,2012-10-13,2012,  SAN JOAQUIN,283.0,"789-7883, HM",0.0,0.6,0.4,0.4,121.5968847352025,19.085844195210672,22.8,4.85,4.42
0.0,2019-09-14,2019,SAN JOAQUIN,13.0,"9-5900, HM",0.0,0.2,0.3,0.6,13.0,21.7,0.0,5.65,4.16
0.0028544243577545,2015-09-26,2015,  YOLO,50.0,"82-282, CXD",0.0,0.9,2.2,1.9,121.5968847352025,19.085844195210672,22.9,5.5,4.29
7.176175098672408e-05,2015-08-22,2015,  FRESNO,185.0,"702-5702, HZ",0.0,0.6,5.3,0.9,121.5968847352025,19.085844195210672,23.4,5.1,4.44
0.0036155468514612,2013-09-21,2013,  MERCED,6.0,"366-6366, SUN",0.0,2.3,1.2,5.3,121.5968847352025,19.085844195210672,23.8,5.58,4.45
0.0047984644913627,2009-08-22,2009,  SUTTER,39.0,246  CXD 246,0.0,0.9,2.0,0.3,121.5968847352025,19.085844195210672,22.6,6.08,4.53
0.0,2012-10-06,2012,  KERN,209.0,"85-8504, HEINZ",0.0,2.2,2.1,0.4,121.5968847352025,19.085844195210672,22.4,4.88,4.31
0.0083922261484098,2019-10-05,2019,STANISLAUS,2.0,"488-4885, HMX",0.0,0.5,0.3,0.0,2.0,20.3,0.0,5.3,4.32
0.0008598452278589,2009-10-10,2009,  SAN BENITO,7.0,616  WOODBRIDGE BQ 116,0.0,0.1,0.2,0.3,121.5968847352025,19.085844195210672,23.0,5.16,4.39
0.0,2012-07-21,2012,  YOLO,9.0,"204-204, BQ",0.0,0.2,0.7,0.5,121.5968847352025,19.085844195210672,25.4,5.33,4.36
0.0,2012-10-13,2012,  SAN BENITO,33.0,"789-7883, HM",0.0,1.2,1.7,1.1,121.5968847352025,19.085844195210672,25.2,5.45,4.26
0.0003610108303249,2015-08-22,2015,  COLUSA,6.0,"887-3887, HMX",0.0,1.0,0.6,0.0,121.5968847352025,19.085844195210672,25.2,5.35,4.33
0.0009114108640174,2015-10-03,2015,  FRESNO,1.0,"885-7885, HMX",0.0,1.0,4.0,1.5,121.5968847352025,19.085844195210672,25.0,5.0,4.5
0.0070450097847358,2019-09-21,2019,STANISLAUS,16.0,"112-16112, UG",0.0,0.5,0.3,0.2,16.0,23.3,0.0,4.47,4.35
0.0086877000457247,2019-09-28,2019,YOLO,13.0,"460-6460, N",0.0,0.4,0.5,0.5,13.0,21.2,0.0,4.7,4.43
0.0,2012-09-15,2012,  SOLANO,3.0,"558-5508, HZ",0.0,2.5,0.7,3.0,121.5968847352025,19.085844195210672,23.0,4.73,4.33
0.000512557662737,2015-08-01,2015,  YOLO,182.0,"641-6416, N",0.0,0.4,0.7,0.9,121.5968847352025,19.085844195210672,24.6,4.88,4.39
0.0717948717948717,2016-07-23,2016,  MERCED,571.0,"641-6416, N",0.0,0.6,2.1,1.2,121.5968847352025,19.085844195210672,24.4,4.87,4.36
0.0039708802117802,2011-09-17,2011,  FRESNO,"2,415",241  HEINZ 2401Cur Wk,0.0,2.1,0.9,0.5,121.5968847352025,19.085844195210672,23.6,4.93,4.45
0.0009114108640174,2015-10-03,2015,  FRESNO,145.0,"978-9780, HEINZ",0.0,1.5,1.9,1.4,121.5968847352025,19.085844195210672,25.0,5.85,4.37
0.0,2009-08-22,2009,  KERN,512.0,315  SEMINIS HYPEEL 303,0.0,4.0,1.2,0.9,121.5968847352025,19.085844195210672,25.7,4.48,4.52
0.0013898540653231,2019-10-05,2019,FRESNO,134.0,"319-0319, DRI",0.0,1.7,1.5,0.7,134.0,21.4,0.0,5.97,4.47
0.0070450097847358,2019-09-21,2019,STANISLAUS,1.0,565-MIX,0.0,0.5,1.5,0.5,1.0,21.0,0.0,5.4,4.53
0.0,2018-08-18,2018,KINGS,36.0,0-UNCODED,0.0,1.8,2.0,0.5,36.0,21.9,0.0,5.04,4.47
0.0011497857217518,2016-08-06,2016,  FRESNO,697.0,"560-5608, HZ",0.0,1.0,2.2,2.3,121.5968847352025,19.085844195210672,23.2,5.4,4.4
0.0,2020-10-17,2020,SAN JOAQUIN,3.0,0-UNCODED,0.0,0.3,2.8,2.2,3.0,22.7,0.0,4.53,4.24
0.0,2017-09-23,2017,GLENN,202.0,"701-5701, HZ",0.0,4.3,3.4,1.8,0.0,0.0,24.0,4.97,4.53
0.0039708802117802,2011-09-17,2011,  FRESNO,85.0,502  WOOD BRIDGE BQ 205Cur Wk,0.0,5.6,2.8,0.4,121.5968847352025,19.085844195210672,24.2,5.46,4.46
0.0,2012-10-13,2012,  FRESNO,74.0,"665-9665, HEINZ",0.0,3.6,1.8,1.1,121.5968847352025,19.085844195210672,25.4,4.2,4.4
0.0069947857052015,2018-08-18,2018,YOLO,212.0,"319-0319, DRI",0.0,0.2,0.2,0.3,212.0,20.4,0.0,5.52,4.31
0.0023517554174365,2017-09-02,2017,FRESNO,974.0,"428-1428, HZ",0.0,2.1,2.4,0.4,0.0,0.0,23.6,5.03,4.53
0.0004489841733078,2019-08-24,2019,FRESNO,205.0,"415-6415, N",0.0,1.2,2.2,0.4,205.0,22.1,0.0,4.85,4.49
0.0,2016-08-06,2016,  KINGS,9.0,"28-6428, N",0.0,0.4,0.9,0.3,121.5968847352025,19.085844195210672,26.8,4.84,4.47
0.0039672700223158,2011-10-01,2011,  FRESNO,36.0,885  HMX 7885Cur Wk,0.0,3.8,1.4,0.4,121.5968847352025,19.085844195210672,24.9,4.46,4.58
0.0002014369166722,2016-08-20,2016,  FRESNO,92.0,"420-6420, N",0.0,1.3,1.8,0.5,121.5968847352025,19.085844195210672,23.6,5.43,4.54
0.0001831837332844,2013-07-27,2013,  FRESNO,325.0,"560-5608, HZ",0.0,0.4,2.0,0.2,121.5968847352025,19.085844195210672,23.6,5.3,4.39
0.0,2016-07-16,2016,  FRESNO,420.0,"59-0599, SV",0.0,0.3,0.6,0.2,121.5968847352025,19.085844195210672,25.6,5.13,4.32
0.0,2012-08-25,2012,  MERCED,44.0,"366-6366, SUN",0.0,2.1,0.3,0.3,121.5968847352025,19.085844195210672,24.3,4.72,4.39
0.0011207621182404,2019-07-13,2019,FRESNO,1.0,"133-6133, SV",0.0,0.0,0.5,0.0,1.0,23.0,0.0,4.5,4.17
0.0008598452278589,2009-10-10,2009,  SAN BENITO,162.0,800  HEINZ 8004,0.0,0.6,3.7,2.0,121.5968847352025,19.085844195210672,26.3,5.58,4.34
0.0010984182776801,2015-10-03,2015,  MERCED,34.0,"502-205, BQ",0.0,2.9,0.6,0.2,121.5968847352025,19.085844195210672,23.8,5.51,4.32
0.0,2015-08-22,2015,  STANISLAUS,86.0,"560-5608, HZ",0.0,2.1,0.0,0.2,121.5968847352025,19.085844195210672,21.5,5.01,4.36
0.0036312285656647,2017-08-26,2017,YOLO,306.0,"319-0319, DRI",0.0,1.4,1.5,0.4,121.5968847352025,19.085844195210672,20.5,5.7,4.39
0.0053667262969588,2012-10-06,2012,  SUTTER,124.0,"206-206, BQ",0.0,2.6,0.3,0.1,121.5968847352025,19.085844195210672,22.9,6.18,4.35
0.0004499235130027,2015-08-01,2015,  FRESNO,135.0,"502-205, BQ",0.0,1.0,0.4,0.2,121.5968847352025,19.085844195210672,24.3,5.57,4.35
0.0,2012-09-15,2012,  KINGS,15.0,"206-206, BQ",0.0,1.0,1.0,0.2,121.5968847352025,19.085844195210672,21.3,7.25,4.35
0.0,2019-09-14,2019,MERCED,176.0,"111-0311, AB",0.0,5.1,1.4,0.3,176.0,20.3,0.0,5.44,4.41
0.0,2020-08-22,2020,STANISLAUS,43.0,"319-0319, DRI",0.0,0.5,0.7,0.1,43.0,20.7,0.0,6.18,4.4
0.0,2014-07-05,2014,  KINGS,745.0,"187-187, CXD",0.0,0.1,2.4,0.4,121.5968847352025,19.085844195210672,24.0,4.79,4.4
0.0134874759152215,2010-10-09,2010,  SUTTER,59.0,366  SUN 6366Cur Wk,0.0,4.2,0.9,0.3,121.5968847352025,19.085844195210672,22.8,6.11,4.42
0.0098684210526315,2010-08-14,2010,  SUTTER,17.0,102  AB 2,0.0,0.4,0.5,0.1,121.5968847352025,19.085844195210672,29.4,5.82,4.33
0.0,2010-10-09,2010,  MERCED,402.0,368  SUN 6368Cur Wk,0.0,2.0,0.7,1.0,121.5968847352025,19.085844195210672,22.9,5.82,4.47
0.0005099439061703,2010-09-25,2010,  FRESNO,14.0,577  HEINZ TRIALCur Wk,0.0,3.6,1.2,0.1,121.5968847352025,19.085844195210672,24.8,5.38,4.56
0.0,2013-08-03,2013,  YOLO,20.0,"893-1893, HMX",0.0,2.0,1.0,0.5,121.5968847352025,19.085844195210672,27.3,5.19,4.36
0.0,2013-07-27,2013,  SOLANO,6.0,"85-8504, HEINZ",0.0,0.7,14.8,0.3,121.5968847352025,19.085844195210672,31.0,3.97,4.27
0.0,2009-08-15,2009,  KINGS,4.0,194  UNITED GENETICS UG 19406Cur Wk,0.0,0.3,0.6,0.5,121.5968847352025,19.085844195210672,24.5,5.98,4.35
0.0134874759152215,2010-10-09,2010,  SUTTER,44.0,194  UNITED GENETICS UG 19406Cur Wk,0.0,5.8,0.2,0.1,121.5968847352025,19.085844195210672,23.5,5.4,4.41
0.0002212878955521,2010-07-31,2010,  KINGS,"4,162",366  SUN 6366,0.0,0.6,1.4,0.5,121.5968847352025,19.085844195210672,26.7,5.68,4.43
0.0001021867974657,2013-09-21,2013,  FRESNO,11.0,"410-6410, NUN",0.0,4.4,4.6,0.4,121.5968847352025,19.085844195210672,27.6,4.61,4.57
7.176175098672408e-05,2015-08-22,2015,  FRESNO,26.0,"3-3, AB",0.0,0.6,1.0,0.2,121.5968847352025,19.085844195210672,24.5,5.52,4.4
0.0014326647564469,2015-07-18,2015,  KERN,44.0,"887-3887, HMX",0.0,0.7,0.6,0.3,121.5968847352025,19.085844195210672,27.3,5.37,4.36
0.0,2014-10-18,2014,  STANISLAUS,155.0,"433-3402, HEINZ",0.0,0.6,3.3,4.3,121.5968847352025,19.085844195210672,24.5,4.83,4.32
0.0015731515469323,2015-10-03,2015,  YOLO,138.0,"407-6407, N",0.0,1.2,1.9,3.0,121.5968847352025,19.085844195210672,28.8,4.26,4.32
0.0,2020-08-29,2020,FRESNO,4.0,"42-6402, N",0.0,1.1,1.3,0.5,4.0,20.3,0.0,6.05,4.51
0.0024612355402412,2013-10-05,2013,  YOLO,223.0,"407-6407, NUN",0.0,2.8,0.4,0.3,121.5968847352025,19.085844195210672,26.3,4.98,4.34
0.0004489841733078,2019-08-24,2019,FRESNO,609.0,"18-0811, BOS",0.0,1.1,1.2,0.5,609.0,20.4,0.0,5.07,4.47
0.003875968992248,2013-09-07,2013,  MERCED,378.0,"241-2401, HEINZ",0.0,1.0,3.8,1.2,121.5968847352025,19.085844195210672,24.3,5.04,4.33
0.0,2014-07-05,2014,  KINGS,289.0,"397-6397, N",0.0,0.3,1.1,0.7,121.5968847352025,19.085844195210672,22.8,5.24,4.46
0.0004043671653861,2014-10-25,2014,  SAN JOAQUIN,80.0,"849-849, HYPEEL",0.0,2.0,0.2,0.1,121.5968847352025,19.085844195210672,23.2,4.73,4.3
0.0013917884481558,2012-10-13,2012,  SAN JOAQUIN,163.0,"800-8004, HEINZ",0.0,1.0,1.1,0.3,121.5968847352025,19.085844195210672,23.7,5.06,4.35
0.0,2018-07-21,2018,KERN,"1,412","273-273, BQ",0.0,0.7,0.8,0.3,121.5968847352025,21.3,0.0,4.97,4.36
0.0021141649048625,2011-10-15,2011,  SANTA CLARA,1.0,918  HARRIS MORAN 1889,0.0,7.0,0.5,0.0,121.5968847352025,19.085844195210672,26.0,4.6,4.38
9.14703864623828e-05,2015-07-25,2015,  FRESNO,206.0,"502-205, BQ",0.0,0.8,0.5,0.3,121.5968847352025,19.085844195210672,23.0,5.88,4.35
0.011168384879725,2009-10-10,2009,  KINGS,196.0,345  SEMINIS PS 345Cur Wk,0.0,5.3,3.3,0.3,121.5968847352025,19.085844195210672,27.7,4.78,4.55
0.0,2014-08-23,2014,  SOLANO,41.0,"292-1292, HZ",0.0,1.8,2.3,0.6,121.5968847352025,19.085844195210672,21.5,5.38,4.49
0.0,2020-10-17,2020,SOLANO,30.0,"18-0811, BOS",0.0,3.1,3.5,3.2,30.0,20.9,0.0,4.23,4.32
0.0029741077676696,2017-09-02,2017,YOLO,38.0,"52-5235, HM",0.0,1.6,0.4,0.1,38.0,19.9,0.0,5.89,4.49
0.0,2015-08-22,2015,  SOLANO,81.0,"85-8504, HEINZ",0.0,0.4,4.5,2.3,121.5968847352025,19.085844195210672,23.5,5.43,4.25
0.0,2015-07-04,2015,  FRESNO,153.0,"444-410, APT",0.0,0.3,1.6,0.4,121.5968847352025,19.085844195210672,24.8,5.56,4.3
0.0,2019-10-05,2019,YOLO,81.0,"11-8011, SV",0.0,1.8,0.4,0.2,81.0,20.9,0.0,5.19,4.48
0.0045120051565773,2017-08-19,2017,FRESNO,98.0,"28-6428, N",0.0,1.6,1.5,0.3,121.5968847352025,19.085844195210672,26.4,4.86,4.46
0.0,2014-10-18,2014,  SAN JOAQUIN,97.0,"433-3402, HEINZ",0.0,0.9,1.1,0.3,121.5968847352025,19.085844195210672,22.9,4.88,4.34
0.0,2010-07-31,2010,  YOLO,511.0,910  CAMPBELL CXD 109 SHASTA,0.0,0.3,0.9,0.4,121.5968847352025,19.085844195210672,25.1,5.7,4.26
0.0015484234234234,2011-08-06,2011,  KINGS,3.0,204  WOOD BRIDGE BQ 204,0.0,1.2,3.3,1.7,121.5968847352025,19.085844195210672,28.7,4.67,4.37
0.001272669424117,2014-08-23,2014,  COLUSA,2.0,"313-31305, UG",0.0,5.5,0.8,0.3,121.5968847352025,19.085844195210672,24.5,4.65,4.56
0.0,2009-09-12,2009,  SAN JOAQUIN,1.0,363  SUN 6363Cur Wk,0.0,1.0,1.5,0.0,121.5968847352025,19.085844195210672,24.0,5.3,4.34
0.0016659725114535,2010-10-02,2010,  SOLANO,"1,461",978  HEINZ 9780,0.0,1.4,1.8,1.0,121.5968847352025,19.085844195210672,24.2,5.22,4.35
0.0015527950310559,2013-09-21,2013,  COLUSA,255.0,"558-5508, HZ",0.0,2.2,1.6,1.2,121.5968847352025,19.085844195210672,24.2,4.73,4.42
0.0,2017-07-08,2017,KINGS,175.0,"187-187, CXD",0.0,0.2,1.4,0.3,121.5968847352025,19.085844195210672,25.3,5.0,4.37
0.0,2014-07-05,2014,  KERN,106.0,"805-29805, ISI",0.0,0.0,0.8,0.4,121.5968847352025,19.085844195210672,23.3,4.62,4.29
0.0,2013-09-21,2013,  SAN BENITO,10.0,565-MIX,0.0,0.9,0.5,0.8,121.5968847352025,19.085844195210672,24.7,4.75,4.31
0.0,2009-08-22,2009,  SOLANO,537.0,102  AB 2,0.0,0.7,0.4,0.4,121.5968847352025,19.085844195210672,26.2,5.73,4.35
0.0,2019-09-14,2019,MERCED,82.0,"42-6402, N",0.0,1.0,1.1,0.9,82.0,21.2,0.0,5.26,4.41
0.0044158233670653,2017-09-02,2017,MERCED,186.0,"415-6415, N",0.0,4.3,3.2,1.3,0.0,0.0,23.1,5.3,4.51
0.0006426735218508,2014-08-23,2014,  SUTTER,51.0,"477-4707, HEINZ",0.0,1.0,1.7,1.6,121.5968847352025,19.085844195210672,25.6,5.08,4.32
0.0,2016-09-03,2016,  STANISLAUS,1.0,577-HEINZ TRIAL,0.0,1.0,1.5,0.0,121.5968847352025,19.085844195210672,25.0,5.6,4.37
0.0,2020-10-10,2020,MADERA,16.0,"14-4014, UG",0.0,5.7,6.4,1.7,16.0,20.6,0.0,5.04,4.52
0.0063291139240506,2012-09-08,2012,  SUTTER,18.0,"102-2, AB",0.0,4.4,0.6,0.1,121.5968847352025,19.085844195210672,25.3,5.33,4.43
0.0,2019-08-03,2019,YOLO,402.0,"397-6397, N",0.0,0.3,1.0,0.4,402.0,21.7,0.0,5.5,4.41
0.0,2020-10-17,2020,SACRAMENTO,42.0,"990-9905, HARRIS MORAN",0.0,3.3,0.1,2.9,42.0,23.1,0.0,5.26,4.54
0.0004489841733078,2019-08-24,2019,FRESNO,1.0,"701-5701, HZ",0.0,2.0,0.0,0.0,1.0,20.0,0.0,5.6,4.47
0.0003658648129516,2011-08-13,2011,  FRESNO,414.0,241  HEINZ 2401Cur Wk,0.0,0.6,1.4,0.5,121.5968847352025,19.085844195210672,24.8,5.47,4.34
0.0,2012-09-15,2012,  KERN,"1,079","663-9663, HEINZ",0.0,3.2,1.5,0.9,121.5968847352025,19.085844195210672,21.5,5.16,4.38
0.0,2016-08-06,2016,  KINGS,757.0,"887-3887, HMX",0.0,1.7,2.7,0.4,121.5968847352025,19.085844195210672,25.7,5.42,4.43
0.0,2019-08-03,2019,FRESNO,2.0,0-UNCODED,0.0,0.5,1.5,0.3,2.0,19.0,0.0,5.2,4.54
0.0003381805884342,2010-09-11,2010,  YOLO,273.0,477  HEINZ 4707Cur Wk,0.0,0.5,3.1,1.2,121.5968847352025,19.085844195210672,25.1,5.08,4.35
0.0013077593722755,2017-09-23,2017,SOLANO,116.0,"477-4707, HEINZ",0.0,1.0,2.1,1.7,0.0,0.0,24.0,4.61,4.5
0.000283326250177,2014-07-19,2014,  KINGS,95.0,"491-9491, HEINZ",0.0,0.3,1.9,0.6,121.5968847352025,19.085844195210672,23.7,4.83,4.44
0.0,2009-08-15,2009,  SOLANO,776.0,366  SUN 6366,0.0,0.6,0.5,0.6,121.5968847352025,19.085844195210672,26.1,5.71,4.4
0.0005749329244921,2009-09-05,2009,  SAN JOAQUIN,75.0,108  SEMINIS HYPEEL 108,0.0,0.4,0.9,0.4,121.5968847352025,19.085844195210672,24.4,5.7,4.46
0.0,2019-09-14,2019,SUTTER,1.0,"994-1994, HZ",0.0,0.5,0.5,0.0,1.0,22.0,0.0,4.8,4.27
0.0016787912702853,2018-09-01,2018,SAN JOAQUIN,20.0,"9-5900, HM",0.0,0.5,0.1,0.4,20.0,21.7,0.0,5.12,4.31
0.0,2016-08-06,2016,  TULARE,23.0,"490-4909, HMX",0.0,0.8,0.5,0.4,121.5968847352025,19.085844195210672,28.1,5.49,4.25
0.0,2014-08-23,2014,  SOLANO,19.0,"69-1161, HEINZ",0.0,2.2,0.4,0.6,121.5968847352025,19.085844195210672,24.5,5.07,4.31
7.176175098672408e-05,2015-08-22,2015,  FRESNO,4.0,"102-2, AB",0.0,2.0,0.6,0.0,121.5968847352025,19.085844195210672,23.3,5.55,4.38
0.0041361756283805,2010-10-09,2010,  KINGS,4.0,180  UNITED GENETICS 18806,0.0,4.0,1.3,0.4,121.5968847352025,19.085844195210672,22.5,5.18,4.57
0.0013898540653231,2019-10-05,2019,FRESNO,912.0,"558-5508, HZ",0.0,1.7,2.1,0.3,912.0,19.5,0.0,4.61,4.51
0.000912408759124,2014-10-11,2014,  COLUSA,170.0,"433-3402, HEINZ",0.0,3.4,4.6,2.9,121.5968847352025,19.085844195210672,26.0,4.53,4.49
0.0002368545712932,2017-08-26,2017,KINGS,134.0,"410-6410, N",0.0,6.5,1.3,0.8,121.5968847352025,19.085844195210672,26.6,5.05,4.54
0.0,2016-08-27,2016,  KINGS,49.0,"275-2756, SV",0.0,1.2,2.8,0.7,121.5968847352025,19.085844195210672,24.1,5.54,4.49
0.0,2014-10-18,2014,  COLUSA,40.0,"241-2401, HEINZ",0.0,5.6,5.1,7.6,121.5968847352025,19.085844195210672,25.7,4.94,4.34
0.0003075030750307,2011-07-23,2011,  KERN,15.0,15.0HEINZ 1015,0.0,0.2,0.6,0.4,121.5968847352025,19.085844195210672,25.3,5.33,4.48
0.0121802679658952,2009-10-17,2009,  MERCED,198.0,368  SUN 6368,0.0,1.6,1.2,1.4,121.5968847352025,19.085844195210672,25.9,5.43,4.36
8.406893652795292e-05,2017-07-22,2017,FRESNO,105.0,"444-410, APT",0.0,0.2,0.8,0.3,121.5968847352025,19.085844195210672,25.3,5.63,4.37
0.0,2014-09-06,2014,  STANISLAUS,455.0,"111-0311, AB",0.0,2.2,0.8,0.1,121.5968847352025,19.085844195210672,23.0,5.59,4.31
0.0,2016-07-16,2016,  YOLO,1.0,"444-410, APT",0.0,0.0,1.0,0.0,121.5968847352025,19.085844195210672,26.0,6.6,4.19
0.0038084874863982,2012-08-25,2012,  COLUSA,19.0,"433-3402, HEINZ",0.0,1.9,0.9,0.4,121.5968847352025,19.085844195210672,26.5,4.94,4.57
0.0022675736961451,2014-10-11,2014,  STANISLAUS,15.0,"361-163, BQ",0.2,2.4,0.5,0.1,121.5968847352025,19.085844195210672,21.9,5.93,4.25
0.001010101010101,2016-09-17,2016,  COLUSA,92.0,"706-5706, HZ",0.0,1.1,7.5,1.3,121.5968847352025,19.085844195210672,26.0,4.89,4.49
0.0127118644067796,2017-09-23,2017,MERCED,452.0,"415-6415, N",0.0,2.7,2.7,1.7,0.0,0.0,26.3,4.82,4.43
0.0013422818791946,2014-07-19,2014,  KERN,26.0,"491-9491, HEINZ",0.0,0.4,1.9,1.4,121.5968847352025,19.085844195210672,23.0,5.48,4.34
